Rooms,Floor,Area,HouseStructure,BuildingType,HouseOrientation,ConstructionTime,RenovationCondition,BuildingStructure,LadderRatio,Elevator,挂牌时间,TotalPrice,UnitPrice,TradeTime,DOM,Followers,HouseName1,Bedroom,Livingroom,Kitchen,Bathroom,HouseStructure_cat,BuildingType_cat,HouseOrientation_cat,RenovationCondition_cat,BuildingStructure_cat,Elevator_cat,Floor_cat
1室1厅1厨1卫        ,高,44,平层              ,板楼       ,南   ,1997-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-05-03,400,90601,2021-05-18,16,4,金光小区,1,1,1,1,1,3,18,2,2,0,3
1室1厅1厨1卫        ,中,53,平层              ,板楼       ,南   ,2004-01-01,精装     ,砖混结构  ,一梯两户           ,无           ,2021-03-26,346,65075,2021-05-18,54,62,沁春园三村,1,1,1,1,1,3,18,3,2,0,0
2室1厅1厨1卫        ,低,71,平层              ,板楼       ,南 北   ,2015-01-01,毛坯     ,钢混结构  ,一梯四户           ,,2021-04-11,273,37874,2021-05-18,38,48,新凯城兰馨苑,2,1,1,1,1,3,23,1,3,-1,1
2室2厅1厨2卫        ,高,102,平层              ,板楼       ,南   ,2008-01-01,精装     ,钢混结构  ,一梯三户           ,有           ,2021-04-01,528,51750,2021-05-18,48,3,圣鑫苑,2,2,1,2,1,3,18,3,3,1,3
1室1厅1厨1卫        ,中,42,平层              ,板楼       ,南   ,1987-01-01,精装     ,砖混结构  ,一梯四户           ,无           ,2021-04-02,235,55295,2021-05-18,47,21,场中路2401弄,1,1,1,1,1,3,18,3,2,0,0
2室2厅1厨1卫        ,高,89,,板楼       ,南 北   ,2014-01-01,毛坯     ,钢混结构  ,两梯三户           ,有           ,2021-05-05,538,60032,2021-05-18,14,1,中星海上名豪苑(四期),2,2,1,1,-1,3,23,1,3,1,3
2室1厅1厨1卫        ,高,58,平层              ,板楼       ,南   ,1988-01-01,简装     ,砖混结构  ,一梯七户           ,无           ,2021-01-09,182,31064,2021-05-18,129,96,城东新村一村,2,1,1,1,1,3,18,2,2,0,3
2室0厅1厨1卫        ,中,48,平层              ,板楼       ,南   ,1994-01-01,简装     ,砖混结构  ,一梯三户           ,无           ,2021-05-05,355,73805,2021-05-18,13,13,云台二小区,2,0,1,1,1,3,18,2,2,0,0
2室2厅1厨1卫        ,中,95,平层              ,板楼       ,南   ,2005-01-01,简装     ,钢混结构  ,一梯两户           ,无           ,2021-04-18,625,65411,2021-05-18,31,58,水清年华花园,2,2,1,1,1,3,18,2,3,0,0
2室1厅1厨1卫        ,低,58,平层              ,板楼       ,南   ,1997-01-01,精装     ,砖混结构  ,一梯三户           ,无           ,2021-05-04,338,57532,2021-05-18,15,12,通河四村,2,1,1,1,1,3,18,3,2,0,1
1室0厅1厨1卫        ,中,37,平层              ,板楼       ,南   ,1995-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-04-17,180,48155,2021-05-18,32,30,桃浦七村雪松苑,1,0,1,1,1,3,18,2,2,0,0
1室1厅1厨1卫        ,高,40,平层              ,板楼       ,南   ,1992-01-01,精装     ,砖混结构  ,一梯四户           ,无           ,2021-04-10,279,68720,2021-05-18,39,40,梅陇三村,1,1,1,1,1,3,18,3,2,0,3
1室1厅1厨1卫        ,低,60,平层              ,板楼       ,南   ,2012-01-01,精装     ,钢混结构  ,两梯四户           ,有           ,2021-03-25,229,37926,2021-05-18,55,26,牡丹逸庭,1,1,1,1,1,3,18,3,3,1,1
3室2厅1厨2卫        ,低,135,平层              ,板楼       ,南 北   ,2005-01-01,精装     ,钢混结构  ,两梯三户           ,有           ,2021-03-16,1025,75585,2021-05-18,64,21,中梅苑,3,2,1,2,1,3,23,3,3,1,1
2室1厅1厨1卫        ,高,53,平层              ,板楼       ,南   ,1989-01-01,精装     ,砖混结构  ,一梯四户           ,无           ,2021-04-14,409,75995,2021-05-18,35,37,寿山坊,2,1,1,1,1,3,18,3,2,0,3
1室1厅1厨1卫        ,中,44,平层              ,板楼       ,南   ,1989-01-01,精装     ,砖混结构  ,一梯三户           ,无           ,2021-05-16,150,33655,2021-05-18,3,0,李园二村,1,1,1,1,1,3,18,3,2,0,0
2室1厅1厨1卫        ,低,50,平层              ,板楼       ,南   ,1987-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-03-28,187,36790,2021-05-18,52,107,红旗五村,2,1,1,1,1,3,18,2,2,0,1
3室1厅1厨2卫        ,中,90,平层              ,板楼       ,南   ,,精装     ,钢混结构  ,两梯两户           ,有           ,2021-02-20,458,50391,2021-05-18,87,50,中南君悦府,3,1,1,2,1,3,18,3,3,1,0
2室2厅1厨1卫        ,中,75,平层              ,板楼       ,南   ,2016-01-01,毛坯     ,钢混结构  ,两梯三户           ,有           ,2021-03-26,393,52029,2021-05-18,53,37,馨浦苑西区,2,2,1,1,1,3,18,1,3,1,0
2室2厅1厨1卫        ,中,93,,板楼       ,南   ,2007-01-01,简装     ,钢混结构  ,一梯两户           ,有           ,2021-03-03,667,71345,2021-05-18,77,24,春江花悦园,2,2,1,1,-1,3,18,2,3,1,0
2室1厅1厨1卫        ,高,55,平层              ,板楼       ,南   ,1997-01-01,精装     ,砖混结构  ,一梯六户           ,无           ,2021-03-21,190,34421,2021-05-18,59,82,万寿新村(青浦),2,1,1,1,1,3,18,3,2,0,3
2室1厅1厨1卫        ,高,56,平层              ,板楼       ,南   ,1992-01-01,精装     ,砖混结构  ,一梯两户           ,无           ,2021-05-06,320,56718,2021-05-18,13,14,镇北小区,2,1,1,1,1,3,18,3,2,0,3
3室1厅1厨1卫        ,高,91,平层              ,板楼       ,南   ,1994-01-01,精装     ,砖混结构  ,一梯两户           ,无           ,2021-04-08,292,31984,2021-05-18,41,29,杨泰三村,3,1,1,1,1,3,18,3,2,0,3
1室0厅1厨1卫        ,中,26,,板楼       ,南   ,1992-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-04-18,346,128790,2021-05-18,31,1,长青坊,1,0,1,1,-1,3,18,2,2,0,0
1室1厅1厨1卫        ,高,53,平层              ,,南   ,2013-01-01,精装     ,,一梯四户           ,,2020-06-23,171,31951,2021-05-18,330,307,新凯城丁香苑,1,1,1,1,1,-1,18,3,-1,-1,3
1室1厅1厨1卫        ,中,50,平层              ,板楼       ,南   ,1995-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-02-18,193,38038,2021-05-18,89,76,华昌小区,1,1,1,1,1,3,18,2,2,0,0
2室2厅1厨1卫        ,中,90,,板楼       ,南   ,2006-01-01,精装     ,钢混结构  ,一梯两户           ,有           ,2021-05-01,405,44846,2021-05-18,17,9,荣盛名邸(公寓),2,2,1,1,-1,3,18,3,3,1,0
2室2厅1厨1卫        ,高,98,平层              ,板楼       ,南 北   ,1999-01-01,简装     ,钢混结构  ,一梯两户           ,无           ,2021-05-05,817,83249,2021-05-18,14,18,华容小区,2,2,1,1,1,3,23,2,3,0,3
3室2厅1厨1卫        ,中,102,平层              ,板楼       ,南   ,2006-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2020-12-25,345,33522,2021-05-18,144,544,甬申金地城,3,2,1,1,1,3,18,3,3,0,0
4室2厅1厨4卫        ,低,409,复式              ,板楼       ,南   ,2012-01-01,精装     ,钢混结构  ,一梯一户           ,无           ,2021-01-22,900,21979,2021-05-18,116,38,招商海廷(五期),4,2,1,4,0,3,18,3,3,0,1
2室1厅1厨1卫        ,低,63,平层              ,板楼       ,南   ,1995-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-01-10,443,69929,2021-05-18,129,47,香山新村东北街坊,2,1,1,1,1,3,18,2,2,0,1
1室1厅1厨1卫        ,中,39,,板楼       ,南   ,2002-01-01,其他     ,钢混结构  ,两梯四户           ,有           ,2021-05-16,452,115898,2021-05-18,2,0,绿地世纪城(一期),1,1,1,1,-1,3,18,0,3,1,0
2室1厅1厨1卫        ,中,63,平层              ,板楼       ,南   ,1998-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-03-29,439,68982,2021-05-18,51,67,三林安居苑,2,1,1,1,1,3,18,2,2,0,0
2室1厅1厨1卫        ,高,68,平层              ,板楼       ,南   ,2014-01-01,精装     ,钢混结构  ,一梯四户           ,,2021-03-10,245,35523,2021-05-18,69,34,美罗家园宝欣苑六村,2,1,1,1,1,3,18,3,3,-1,3
3室2厅1厨1卫        ,高,89,平层              ,板楼       ,南 北   ,,精装     ,钢混结构  ,一梯三户           ,,2021-05-10,318,35373,2021-05-18,8,17,万立城,3,2,1,1,1,3,23,3,3,-1,3
2室2厅1厨1卫        ,低,89,,板楼       ,南 北   ,2007-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2021-05-16,263,29462,2021-05-18,2,1,绿地临港家园（海洋小区）,2,2,1,1,-1,3,23,3,3,0,1
1室0厅1厨1卫        ,低,30,,板楼       ,北   ,1957-01-01,精装     ,钢混结构  ,一梯六户           ,无           ,2020-11-07,149,49486,2021-05-18,193,88,广中四村,1,0,1,1,-1,3,13,3,3,0,1
3室2厅1厨1卫        ,低,92,平层              ,板楼       ,南   ,2014-01-01,精装     ,钢混结构  ,一梯三户           ,有           ,2021-05-12,540,58607,2021-05-18,6,12,万科城,3,2,1,1,1,3,18,3,3,1,1
3室1厅1厨1卫        ,高,80,平层              ,板楼       ,南 北   ,,毛坯     ,钢混结构  ,两梯四户           ,有           ,2021-05-16,239,29587,2021-05-18,2,8,丽水雅苑,3,1,1,1,1,3,23,1,3,1,3
2室2厅1厨1卫        ,中,96,平层              ,板楼       ,南   ,2006-01-01,精装     ,钢混结构  ,一梯两户           ,有           ,2021-01-31,869,89838,2021-05-18,107,49,春申玫瑰苑,2,2,1,1,1,3,18,3,3,1,0
2室1厅1厨1卫        ,高,51,平层              ,板楼       ,南   ,1995-01-01,精装     ,砖混结构  ,一梯五户           ,无           ,2021-05-16,335,64498,2021-05-18,2,6,龙潭小区,2,1,1,1,1,3,18,3,2,0,3
2室1厅0厨1卫        ,低,73,平层              ,板楼       ,南   ,2011-01-01,毛坯     ,钢混结构  ,两梯八户           ,有           ,2021-05-07,566,76830,2021-05-18,11,29,龙盛佳苑,2,1,0,1,1,3,18,1,3,1,1
1室1厅1厨1卫        ,高,49,平层              ,板楼       ,南   ,,精装     ,钢混结构  ,一梯三户           ,有           ,2021-04-11,305,62093,2021-05-18,37,15,共康雅苑,1,1,1,1,1,3,18,3,3,1,3
3室1厅1厨1卫        ,中,85,平层              ,塔楼       ,西南   ,1990-01-01,简装     ,钢混结构  ,两梯八户           ,有           ,2021-01-15,558,65404,2021-05-18,123,25,博山小区,3,1,1,1,1,0,35,2,3,1,0
2室1厅1厨1卫        ,中,56,平层              ,板楼       ,南   ,1989-01-01,精装     ,砖混结构  ,一梯四户           ,无           ,2021-04-13,399,70821,2021-05-18,35,18,临沂六村,2,1,1,1,1,3,18,3,2,0,0
2室1厅1厨1卫        ,高,43,平层              ,板楼       ,南   ,1980-01-01,精装     ,砖混结构  ,一梯八户           ,无           ,2021-04-15,323,74734,2021-05-18,34,91,平型关路300弄,2,1,1,1,1,3,18,3,2,0,3
1室1厅1厨1卫        ,高,42,平层              ,板楼       ,南 北   ,1995-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-03-20,270,63218,2021-05-18,59,19,金杨新村三街坊,1,1,1,1,1,3,23,2,2,0,3
4室2厅1厨2卫        ,低,137,,板楼       ,南   ,1995-01-01,精装     ,砖混结构  ,一梯两户           ,无           ,2021-04-16,1618,117545,2021-05-18,32,0,康兴花园,4,2,1,2,-1,3,18,3,2,0,1
1室1厅1厨1卫        ,高,34,平层              ,板楼       ,南   ,1985-01-01,精装     ,砖混结构  ,一梯六户           ,无           ,2021-04-23,280,80507,2021-05-18,25,191,仙逸小区,1,1,1,1,1,3,18,3,2,0,3
3室1厅1厨1卫        ,高,87,平层              ,板楼       ,南   ,1997-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-03-15,200,22785,2021-05-17,64,142,鸿宝一村(南区),3,1,1,1,1,3,18,2,2,0,3
2室1厅1厨1卫        ,中,77,平层              ,板楼       ,南 北   ,1998-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-03-03,283,36690,2021-05-17,76,55,高乐小区,2,1,1,1,1,3,23,2,2,0,0
1室1厅1厨1卫        ,中,55,平层              ,塔楼       ,北   ,2005-01-01,简装     ,钢混结构  ,三梯三十七户           ,有           ,2021-04-29,105,18875,2021-05-17,19,81,月厦新天地,1,1,1,1,1,0,13,2,3,1,0
2室2厅1厨2卫        ,高,72,,板楼       ,南   ,2015-01-01,精装     ,钢混结构  ,两梯四户           ,有           ,2021-03-09,367,50973,2021-05-17,70,8,张江公馆,2,2,1,2,-1,3,18,3,3,1,3
3室2厅1厨1卫        ,低,77,平层              ,板楼       ,南   ,2001-01-01,精装     ,砖混结构  ,一梯两户           ,无           ,2021-04-16,465,60016,2021-05-17,32,45,春港丽园(公寓),3,2,1,1,1,3,18,3,2,0,1
2室1厅1厨1卫        ,高,60,平层              ,板楼       ,南   ,1994-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-04-02,395,64945,2021-05-17,46,5,和平小区(徐汇),2,1,1,1,1,3,18,2,2,0,3
1室1厅1厨1卫        ,中,53,平层              ,板楼       ,南   ,2016-01-01,精装     ,钢混结构  ,十八梯三户           ,有           ,2021-03-06,292,54266,2021-05-17,73,46,绿地璀璨天城,1,1,1,1,1,3,18,3,3,1,0
2室2厅1厨2卫        ,中,131,,板楼       ,南   ,2003-01-01,精装     ,钢混结构  ,两梯三户           ,有           ,2021-04-17,1588,120386,2021-05-17,31,53,汇翠花园,2,2,1,2,-1,3,18,3,3,1,0
1室1厅1厨1卫        ,中,53,平层              ,板楼       ,南   ,2009-01-01,毛坯     ,钢混结构  ,一梯三户           ,有           ,2021-04-03,255,47372,2021-05-17,45,22,馨佳园(韶山路419弄),1,1,1,1,1,3,18,1,3,1,0
2室1厅1厨1卫        ,低,70,,塔楼       ,南   ,,毛坯     ,钢混结构  ,一梯三户           ,,2021-03-22,215,30715,2021-05-17,57,0,崧泽华城和瑞东苑,2,1,1,1,-1,0,18,1,3,-1,1
2室1厅1厨1卫        ,中,99,平层              ,板楼       ,南   ,2003-01-01,毛坯     ,钢混结构  ,一梯两户           ,无           ,2021-03-14,450,45100,2021-05-17,65,22,春晖苑,2,1,1,1,1,3,18,1,3,0,0
2室1厅1厨1卫        ,高,61,平层              ,板楼       ,南   ,1995-01-01,精装     ,砖混结构  ,一梯五户           ,无           ,2021-03-21,391,63548,2021-05-17,58,31,星苑小区,2,1,1,1,1,3,18,3,2,0,3
3室2厅1厨2卫        ,中,134,平层              ,板楼       ,南   ,2005-01-01,精装     ,钢混结构  ,一梯两户           ,有           ,2021-01-23,1160,86323,2021-05-17,115,81,万科假日风景(公寓),3,2,1,2,1,3,18,3,3,1,0
2室1厅1厨1卫        ,高,78,,塔楼       ,南   ,1993-01-01,毛坯     ,钢混结构  ,三梯九户           ,有           ,2021-03-10,565,72288,2021-05-17,69,14,茅台花苑,2,1,1,1,-1,0,18,1,3,1,3
1室1厅1厨1卫        ,低,38,平层              ,板楼       ,南   ,1985-01-01,精装     ,混合结构  ,一梯三户           ,无           ,2021-04-04,410,107697,2021-05-17,44,10,泾东小区,1,1,1,1,1,3,18,3,1,0,1
1室0厅1厨1卫        ,高,34,平层              ,板楼       ,南   ,1983-01-01,简装     ,砖混结构  ,一梯六户           ,无           ,2020-12-24,185,54269,2021-05-17,145,58,新黄小区,1,0,1,1,1,3,18,2,2,0,3
2室2厅1厨1卫        ,低,98,平层              ,板楼       ,南 北   ,2008-01-01,精装     ,钢混结构  ,两梯两户           ,有           ,2021-05-04,606,61318,2021-05-17,14,0,宝宸共和家园,2,2,1,1,1,3,23,3,3,1,1
1室1厅1厨1卫        ,低,55,平层              ,板楼       ,南   ,2011-01-01,简装     ,钢混结构  ,两梯四户           ,有           ,2021-03-10,423,75990,2021-05-17,69,60,华沁家园,1,1,1,1,1,3,18,2,3,1,1
3室1厅1厨1卫        ,低,77,平层              ,板楼       ,南   ,2000-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-03-10,468,60352,2021-05-17,69,60,春港丽园(公寓),3,1,1,1,1,3,18,2,2,0,1
1室1厅1厨1卫        ,中,42,平层              ,板楼       ,南   ,1995-01-01,简装     ,钢混结构  ,一梯四户           ,无           ,2021-02-28,273,63711,2021-05-17,79,28,三门路358弄,1,1,1,1,1,3,18,2,3,0,0
2室2厅1厨1卫        ,低,96,平层              ,板楼       ,南 北   ,1999-01-01,毛坯     ,砖混结构  ,一梯两户           ,无           ,2021-05-10,263,27308,2021-05-17,8,3,东城花苑一村,2,2,1,1,1,3,23,1,2,0,1
1室0厅0厨0卫        ,中,30,,板楼       ,南   ,2001-01-01,毛坯     ,钢混结构  ,一梯两户           ,无           ,2021-05-17,67,22297,2021-05-17,1,0,西班牙名园,1,0,0,0,-1,3,18,1,3,0,0
2室1厅1厨1卫        ,低,66,平层              ,板楼       ,南   ,1996-01-01,精装     ,砖混结构  ,一梯四户           ,无           ,2021-03-21,405,60466,2021-05-17,58,23,宝安新苑,2,1,1,1,1,3,18,3,2,0,1
2室2厅1厨1卫        ,高,74,平层              ,板楼       ,南 北   ,2000-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2021-03-20,525,70908,2021-05-17,59,50,泰宸苑,2,2,1,1,1,3,23,3,3,0,3
2室1厅1厨1卫        ,低,66,平层              ,板楼       ,南   ,1993-01-01,精装     ,砖混结构  ,一梯两户           ,无           ,2020-12-20,470,70890,2021-05-17,149,32,凉城路1201弄,2,1,1,1,1,3,18,3,2,0,1
1室1厅1厨1卫        ,高,39,平层              ,板楼       ,南   ,1990-01-01,毛坯     ,砖混结构  ,一梯四户           ,无           ,2021-04-28,202,50538,2021-05-17,20,16,逸仙一村,1,1,1,1,1,3,18,1,2,0,3
3室1厅1厨1卫        ,中,91,平层              ,板楼       ,南   ,1997-01-01,简装     ,砖混结构  ,一梯六户           ,无           ,2021-05-05,297,32591,2021-05-17,13,1,蓬莱山庄,3,1,1,1,1,3,18,2,2,0,0
2室1厅1厨1卫        ,中,68,平层              ,板楼       ,南   ,1994-01-01,精装     ,砖混结构  ,一梯两户           ,无           ,2021-02-21,186,26973,2021-05-17,86,65,蓝天新村,2,1,1,1,1,3,18,3,2,0,0
4室2厅0厨2卫        ,中,150,平层              ,板楼       ,南   ,2003-01-01,简装     ,钢混结构  ,一梯三户           ,有           ,2021-03-17,314,20862,2021-05-17,62,29,新泰馨苑,4,2,0,2,1,3,18,2,3,1,0
1室1厅1厨1卫        ,中,43,平层              ,板楼       ,南   ,1993-01-01,简装     ,混合结构  ,一梯三户           ,无           ,2021-03-04,177,40904,2021-05-17,75,34,新德三村,1,1,1,1,1,3,18,2,1,0,0
1室1厅0厨1卫        ,高,33,平层              ,板楼       ,南   ,1986-01-01,精装     ,砖混结构  ,一梯五户           ,无           ,2021-04-04,295,88696,2021-05-17,44,13,姚西小区,1,1,0,1,1,3,18,3,2,0,3
2室1厅1厨1卫        ,高,52,平层              ,板楼       ,南 北   ,,精装     ,钢混结构  ,两梯七十四户           ,有           ,2021-05-15,465,88085,2021-05-17,3,50,重庆大楼,2,1,1,1,1,3,23,3,3,1,3
3室1厅1厨1卫        ,高,70,平层              ,板楼       ,南   ,2004-01-01,精装     ,砖混结构  ,一梯两户           ,无           ,2021-04-23,223,31520,2021-05-17,25,35,鸿宝一村(南区),3,1,1,1,1,3,18,3,2,0,3
2室2厅1厨1卫        ,高,90,平层              ,板楼       ,南   ,2016-01-01,简装     ,钢混结构  ,两梯四户           ,有           ,2020-08-12,271,29968,2021-05-13,274,36,西上海御庭,2,2,1,1,1,3,18,2,3,1,3
3室1厅1厨1卫        ,高,71,平层              ,板楼       ,南   ,1993-01-01,精装     ,砖混结构  ,一梯两户           ,无           ,2021-04-17,249,34809,2021-05-13,27,7,乐业一村,3,1,1,1,1,3,18,3,2,0,3
1室1厅1厨1卫        ,低,56,平层              ,板楼       ,南   ,2014-01-01,毛坯     ,钢混结构  ,两梯四户           ,有           ,2021-03-23,217,38271,2021-05-13,52,27,崧泽华城佳福雅苑（二区）,1,1,1,1,1,3,18,1,3,1,1
2室2厅1厨1卫        ,高,93,平层              ,板楼       ,南   ,1996-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-02-07,523,55769,2021-05-13,95,134,春花苑,2,2,1,1,1,3,18,2,2,0,3
1室1厅1厨1卫        ,低,40,平层              ,板楼       ,南   ,1975-01-01,毛坯     ,砖混结构  ,一梯四户           ,无           ,2021-01-11,243,60750,2021-05-13,123,67,凤城三村西区,1,1,1,1,1,3,18,1,2,0,1
2室1厅1厨1卫        ,高,51,平层              ,板楼       ,南   ,1992-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2020-12-24,436,84537,2021-05-13,141,61,水霞小区,2,1,1,1,1,3,18,2,2,0,3
2室2厅1厨1卫        ,高,91,平层              ,板楼       ,南   ,1999-01-01,精装     ,混合结构  ,一梯四户           ,无           ,2021-05-03,280,30455,2021-05-13,11,15,蓬莱山庄,2,2,1,1,1,3,18,3,1,0,3
3室1厅1厨1卫        ,中,102,平层              ,板楼       ,南   ,,精装     ,钢混结构  ,一梯两户           ,有           ,2021-02-01,742,72151,2021-05-13,101,81,保利叶之林(二期),3,1,1,1,1,3,18,3,3,1,0
1室1厅1厨1卫        ,低,57,平层              ,塔楼       ,南   ,1993-01-01,精装     ,钢混结构  ,三梯八户           ,有           ,2021-05-09,375,65434,2021-05-13,4,9,五环大楼,1,1,1,1,1,0,18,3,3,1,1
2室1厅1厨1卫        ,高,46,平层              ,板楼       ,南 北   ,1990-01-01,精装     ,砖混结构  ,一梯三户           ,无           ,2021-03-18,364,78976,2021-05-13,56,17,控江路680弄,2,1,1,1,1,3,23,3,2,0,3
2室1厅1厨1卫        ,高,68,平层              ,板楼       ,南   ,1998-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2021-03-29,420,61684,2021-05-13,45,18,莲花新村,2,1,1,1,1,3,18,3,3,0,3
3室2厅1厨2卫        ,低,138,平层              ,板楼       ,南 北   ,2014-01-01,精装     ,钢混结构  ,一梯三户           ,有           ,2021-05-04,986,71450,2021-05-13,9,20,中星馨恒苑,3,2,1,2,1,3,23,3,3,1,1
2室1厅1厨1卫        ,高,58,平层              ,板楼       ,南 北   ,2006-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2021-04-24,255,43710,2021-05-13,19,87,新凯一期,2,1,1,1,1,3,23,3,3,0,3
2室0厅1厨1卫        ,高,48,平层              ,板楼       ,南 北   ,1984-01-01,精装     ,砖混结构  ,一梯五户           ,无           ,2021-03-03,300,61526,2021-05-13,71,28,杏园,2,0,1,1,1,3,23,3,2,0,3
3室2厅1厨1卫        ,中,90,平层              ,板楼       ,南   ,,精装     ,钢混结构  ,两梯四户           ,有           ,2021-04-27,790,87091,2021-05-13,16,9,泰禾红御,3,2,1,1,1,3,18,3,3,1,0
2室1厅1厨1卫        ,中,68,平层              ,板楼       ,南   ,1985-01-01,精装     ,砖混结构  ,一梯六户           ,无           ,2021-05-05,170,24938,2021-05-13,8,13,荡湾新村,2,1,1,1,1,3,18,3,2,0,0
2室1厅1厨1卫        ,中,71,平层              ,塔楼       ,南   ,2011-01-01,精装     ,钢混结构  ,两梯六户           ,有           ,2021-04-24,445,62650,2021-05-13,20,53,安居金祁新城,2,1,1,1,1,0,18,3,3,1,0
2室1厅1厨1卫        ,中,65,平层              ,板楼       ,南 北   ,1998-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-02-24,367,55733,2021-05-13,78,24,丰庄十四街坊,2,1,1,1,1,3,23,2,2,0,0
2室1厅1厨1卫        ,高,63,平层              ,板楼       ,南 北   ,1996-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-01-19,340,53798,2021-05-13,114,48,共和小区,2,1,1,1,1,3,23,2,2,0,3
1室1厅1厨1卫        ,中,46,平层              ,板楼       ,南   ,1994-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-04-03,246,52419,2021-05-13,41,11,银和家园,1,1,1,1,1,3,18,2,2,0,0
2室1厅1厨1卫        ,高,68,平层              ,板楼       ,南   ,2006-01-01,简装     ,砖混结构  ,一梯两户           ,有           ,2021-04-28,303,44168,2021-05-13,16,36,宜达新居,2,1,1,1,1,3,18,2,2,1,3
2室2厅1厨1卫        ,中,76,平层              ,板楼       ,南 北   ,2009-01-01,毛坯     ,钢混结构  ,一梯四户           ,有           ,2021-03-18,336,43696,2021-05-13,56,24,水语人家北苑,2,2,1,1,1,3,23,1,3,1,0
2室1厅1厨1卫        ,低,98,平层              ,板楼       ,南 北   ,2006-01-01,精装     ,钢混结构  ,一梯两户           ,有           ,2021-05-11,830,84239,2021-05-13,2,0,中环家园,2,1,1,1,1,3,23,3,3,1,1
1室1厅1厨1卫        ,中,52,平层              ,板楼       ,南   ,2013-01-01,简装     ,钢混结构  ,两梯四户           ,有           ,2021-04-03,202,38171,2021-05-13,40,95,塘和家园桂花锦苑,1,1,1,1,1,3,18,2,3,1,0
2室1厅1厨1卫        ,中,71,平层              ,板楼       ,南   ,1996-01-01,其他     ,砖混结构  ,一梯两户           ,无           ,2021-05-08,464,64996,2021-05-13,5,0,曹杨花苑,2,1,1,1,1,3,18,0,2,0,0
3室2厅1厨2卫        ,中,123,平层              ,板楼       ,南   ,2011-01-01,精装     ,钢混结构  ,一梯三户           ,有           ,2021-05-03,1111,89909,2021-05-13,10,33,天安豪园,3,2,1,2,1,3,18,3,3,1,0
2室1厅1厨1卫        ,中,51,平层              ,板楼       ,东南 南   ,1981-01-01,精装     ,钢混结构  ,一梯四户           ,无           ,2021-05-04,356,69545,2021-05-13,9,28,曹杨三村(兰岭园),2,1,1,1,1,3,11,3,3,0,0
3室2厅1厨1卫        ,高,88,平层              ,塔楼       ,南   ,2010-01-01,简装     ,钢混结构  ,两梯六户           ,有           ,2021-03-21,484,54575,2021-05-13,53,10,绿庭尚城,3,2,1,1,1,0,18,2,3,1,3
2室2厅1厨1卫        ,低,91,平层              ,板楼       ,南   ,2009-01-01,精装     ,钢混结构  ,一梯三户           ,有           ,2021-02-20,485,52896,2021-05-13,82,53,鼎鑫名流世家,2,2,1,1,1,3,18,3,3,1,1
1室1厅1厨1卫        ,低,65,平层              ,板楼       ,南   ,2012-01-01,毛坯     ,钢混结构  ,两梯十户           ,有           ,2021-04-08,90,13714,2021-05-13,35,25,绿地香颂(奉贤)(公寓),1,1,1,1,1,3,18,1,3,1,1
3室2厅1厨2卫        ,高,94,平层              ,板楼       ,南   ,,精装     ,,一梯两户           ,有           ,2021-04-24,478,50852,2021-05-13,19,0,西虹桥壹号,3,2,1,2,1,3,18,3,-1,1,3
2室1厅1厨1卫        ,高,70,平层              ,板楼       ,南   ,1997-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-05-09,220,31034,2021-05-13,4,14,樱花小区,2,1,1,1,1,3,18,2,2,0,3
1室0厅1厨1卫        ,高,30,平层              ,板楼       ,北   ,1957-01-01,简装     ,砖混结构  ,一梯六户           ,无           ,2021-04-02,159,52449,2021-05-13,41,41,曹杨八村,1,0,1,1,1,3,13,2,2,0,3
2室1厅1厨1卫        ,中,46,平层              ,板楼       ,南   ,1995-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-03-28,349,75184,2021-05-13,46,37,由由六村,2,1,1,1,1,3,18,2,2,0,0
2室1厅1厨1卫        ,中,66,平层              ,板楼       ,南   ,1989-01-01,精装     ,砖混结构  ,一梯四户           ,无           ,2021-04-17,193,28952,2021-05-13,26,18,李园一村,2,1,1,1,1,3,18,3,2,0,0
